,station_id,station_name,station_latitude,station_longitude,label
114,206,College Ave at Bryant Ave,37.8381269,-122.25127140000002,0
115,207,Broadway at Coronado Ave,37.8357883,-122.25162069999999,0
116,208,William St at 4th St (Temporary Location),37.329964000000004,-121.881922,1
117,208,S. 4th St at San Carlos St,37.330040000000004,-121.881821,1
118,208,S. 4th St at San Carlos St,37.3328357797,-121.88391208649999,1
119,209,45th St at MLK Jr Way,37.83355770000001,-122.2674183,0
120,21,Montgomery St BART Station (Market St at 2nd St),37.7896254,-122.400811,2
121,210,45th St at Manila,37.833293522199995,-122.2562241554,0
122,211,Broadway at 40th St,37.827757299999995,-122.25671559999999,0
123,212,Mosswood Park,37.82489253,-122.26043654610001,0
124,212,Mosswood Park,37.8249311,-122.26047870000001,0
125,212,Webster St at MacArthur Blvd (Temporary Location),37.825008000000004,-122.261649,0
126,213,32nd St at Adeline St,37.8238474,-122.2811926,0
127,214,Market St at Brockhurst St,37.8233214,-122.27573249999999,0
128,215,34th St at Telegraph Ave,37.8225475,-122.2663179,0
129,216,San Pablo Ave at 27th St,37.8178269,-122.2756976,0
130,217,27th St at MLK Jr Way,37.817015399999995,-122.2717615,0
131,218,DeFremery Park,37.8123315,-122.28517120000001,0
132,219,Marston Campbell Park,37.8098236,-122.2801923,0
133,22,Howard St at Beale St,37.789756,-122.39464299999999,2
134,220,San Pablo Ave at MLK Jr Way,37.8113514,-122.2734217,0
135,221,E 12th St at 6th Ave,37.7943532,-122.25387450000001,0
136,221,6th Ave at E 12th St (Temporary Location),37.794396,-122.25384199999999,0
137,221,12th St at 6th Ave,37.7943532,-122.25387450000001,0
138,222,10th Ave at E 15th St,37.7927143,-122.24877959999999,0
139,223,16th St Mission BART Station 2,37.7647652155,-122.42009103299999,2
140,224,21st Ave at International Blvd,37.7848546623,-122.239304781,0
141,224,21st Ave at International Blvd,37.7851566,-122.23891509999999,0
142,225,23rd Ave at Foothill Blvd,37.785191499999996,-122.2343822,0
143,226,26th Ave at International Blvd,37.781123,-122.2329915,0
144,227,Foothill Blvd at Fruitvale Ave,37.78375689999999,-122.2226033,0
145,228,Foothill Blvd at Harrington Ave,37.77993,-122.2177284,0
146,229,Foothill Blvd at 42nd Ave,37.7757452,-122.2130372,0
147,23,The Embarcadero at Steuart St,37.79146400000001,-122.391034,2
148,230,14th St at Mandela Pkwy,37.81074320000001,-122.2914153,0
149,231,14th St at Filbert St,37.808749834699995,-122.28328228,0
150,232,MLK Jr Way at 14th St,37.806162799999996,-122.2760402,0
151,233,E 12th St at 4th Ave,37.7958125,-122.2555549,0
152,233,4th Ave at E 12th St (Temporary Location),37.795913,-122.25554699999999,0
153,233,12th St at 4th Ave,37.7958125,-122.2555549,0
154,234,Fruitvale Ave at International Blvd,37.777681799999996,-122.225771,0
155,234,Farnam St at Fruitvale Ave,37.778058,-122.2254,0
156,235,Union St at 10th St,37.8072393,-122.28937020000001,0
157,236,Market St at 8th St,37.8036865,-122.28249699999999,0
158,237,Fruitvale BART Station,37.7752321,-122.22449820000001,0
159,238,MLK Jr Way at University Ave,37.8717192,-122.27306770000001,0
160,239,Bancroft Way at Telegraph Ave,37.8688126,-122.25876399999999,0
161,24,Spear St at Folsom St,37.78967670000001,-122.39042849999998,2
162,240,Haste St at Telegraph Ave,37.86604310000001,-122.2588044,0
163,241,Ashby BART Station,37.8524766,-122.2702132,0
164,242,Milvia St at Derby St,37.8601245991,-122.269384414,0
165,243,Bancroft Way at College Ave,37.8693603,-122.25433740000001,0
166,244,Shattuck Ave at Hearst Ave,37.8737482009,-122.2686481476,0
167,244,Shattuck Ave at Hearst Ave,37.8736762146,-122.268487215,0
168,244,Shattuck Ave at Hearst Ave,37.8737917,-122.2686176,0
169,245,Downtown Berkeley BART,37.8703477,-122.26776370000002,0
170,245,Downtown Berkeley BART,37.870139,-122.268422,0
171,246,Berkeley Civic Center,37.869059899999996,-122.270556,0
172,247,Fulton St at Bancroft Way,37.867789200000004,-122.26589640000002,0
173,248,Telegraph Ave at Ashby Ave,37.8559558,-122.2597949,0
174,249,Russell St at College Ave,37.8584732,-122.2532529,0
175,25,Howard St at 2nd St,37.7875217805,-122.3974049091,2
176,250,North Berkeley BART Station,37.874014100000004,-122.283019,0
177,250,North Berkeley BART Station,37.873558,-122.283093,0
